date,tournament,level,bestOf,surface,indoor,speed,round,winner_name,winner_seed,winner_country_name,winner_country_id,winner_rank,winner_eloRatingDelta,winner_eloRating,loser_name,loser_seed,loser_country_name,loser_country_id,loser_rank,loser_eloRatingDelta,loser_eloRating,score,outcome,loser_entry,winner_entry
2014-04-13,Monte Carlo Masters,M,3,C,false,35,QF,Roger Federer,4,Switzerland,SUI,4,6,2348,Jo Wilfried Tsonga,9,France,FRA,12,-6,2155,2-6 7-6(6) 6-1,,,
2014-04-13,Monte Carlo Masters,M,3,C,false,35,R16,Roger Federer,4,Switzerland,SUI,4,1,2347,Lukas Rosol,,Czech Republic,CZE,47,-2,1891,6-4 6-1,,,
2014-04-13,Monte Carlo Masters,M,3,C,false,35,R32,Roger Federer,4,Switzerland,SUI,4,2,2345,Radek Stepanek,,Czech Republic,CZE,41,-2,1971,6-1 6-2,,,
2014-04-04,Davis Cup WG,D,5,H,false,,QF,Roger Federer,,Switzerland,SUI,4,1,2344,Andrey Golubev,,Kazakhstan,KAZ,64,-2,1834,7-6(0) 6-2 6-3,,,
2014-04-04,Davis Cup WG,D,5,H,false,,QF,Roger Federer,,Switzerland,SUI,4,1,2343,Mikhail Kukushkin,,Kazakhstan,KAZ,56,-2,1830,6-4 6-4 6-2,,,
2014-03-19,Miami Masters,M,3,H,false,66,QF,Kei Nishikori,20,Japan,JPN,21,17,2113,Roger Federer,5,Switzerland,SUI,5,-17,2360,3-6 7-5 6-4,,,
2014-03-19,Miami Masters,M,3,H,false,66,R16,Roger Federer,5,Switzerland,SUI,5,4,2356,Richard Gasquet,9,France,FRA,9,-4,2119,6-1 6-2,,,
2014-03-19,Miami Masters,M,3,H,false,66,R32,Roger Federer,5,Switzerland,SUI,5,1,2355,Thiemo De Bakker,,Netherlands,NED,162,-2,1871,6-3 6-3,,Q,
2014-03-19,Miami Masters,M,3,H,false,66,R64,Roger Federer,5,Switzerland,SUI,5,2,2353,Ivo Karlovic,,Croatia,CRO,53,-2,1968,6-4 7-6(4),,,
2014-03-06,Indian Wells Masters,M,3,H,false,54,F,Novak Djokovic,2,Serbia,SRB,2,7,2510,Roger Federer,7,Switzerland,SUI,8,-7,2360,3-6 6-3 7-6(3),,,
2014-03-06,Indian Wells Masters,M,3,H,false,54,SF,Roger Federer,7,Switzerland,SUI,8,3,2357,Alexandr Dolgopolov,28,Ukraine,UKR,31,-3,2040,6-3 6-1,,,
2014-03-06,Indian Wells Masters,M,3,H,false,54,QF,Roger Federer,7,Switzerland,SUI,8,3,2354,Kevin Anderson,17,South Africa,RSA,18,-4,2073,7-5 6-1,,,
2014-03-06,Indian Wells Masters,M,3,H,false,54,R16,Roger Federer,7,Switzerland,SUI,8,3,2351,Tommy Haas,11,Germany,GER,12,-3,2072,6-4 6-4,,,
2014-03-06,Indian Wells Masters,M,3,H,false,54,R32,Roger Federer,7,Switzerland,SUI,8,2,2349,Dmitry Tursunov,27,Russian Federation,RUS,30,-2,1937,7-6(7) 7-6(2),,,
2014-03-06,Indian Wells Masters,M,3,H,false,54,R64,Roger Federer,7,Switzerland,SUI,8,1,2348,Paul Henri Mathieu,,France,FRA,123,-1,1864,6-2 7-6(5),,Q,
2014-02-24,Dubai,A,3,H,false,53,F,Roger Federer,4,Switzerland,SUI,8,8,2340,Tomas Berdych,3,Czech Republic,CZE,6,-8,2245,3-6 6-4 6-3,,,
2014-02-24,Dubai,A,3,H,false,53,SF,Roger Federer,4,Switzerland,SUI,8,15,2325,Novak Djokovic,1,Serbia,SRB,2,-15,2519,3-6 6-3 6-2,,,
2014-02-24,Dubai,A,3,H,false,53,QF,Roger Federer,4,Switzerland,SUI,8,1,2324,Lukas Rosol,,Czech Republic,CZE,49,-1,1859,6-2 6-2,,,
2014-02-24,Dubai,A,3,H,false,53,R16,Roger Federer,4,Switzerland,SUI,8,2,2322,Radek Stepanek,,Czech Republic,CZE,48,-2,1952,6-2 6-7(4) 6-3,,,
2014-02-24,Dubai,A,3,H,false,53,R32,Roger Federer,4,Switzerland,SUI,8,1,2321,Benjamin Becker,,Germany,GER,90,-1,1819,6-1 6-4,,,
2014-01-31,Davis Cup WG,D,5,,false,,R16,Roger Federer,,Switzerland,SUI,8,,2321,Ilija Bozoljac,,Serbia,SRB,268,-2,1652,6-4 7-5 6-2,,,
2014-01-13,Australian Open,G,5,H,false,70,SF,Rafael Nadal,1,Spain,ESP,1,7,2526,Roger Federer,6,Switzerland,SUI,6,-7,2328,7-6(4) 6-3 6-3,,,
2014-01-13,Australian Open,G,5,H,false,70,QF,Roger Federer,6,Switzerland,SUI,6,16,2312,Andy Murray,4,United Kingdom,GBR,4,-16,2357,6-3 6-4 6-7(6) 6-3,,,
2014-01-13,Australian Open,G,5,H,false,70,R16,Roger Federer,6,Switzerland,SUI,6,8,2304,Jo Wilfried Tsonga,10,France,FRA,10,-9,2186,6-3 7-5 6-4,,,
2014-01-13,Australian Open,G,5,H,false,70,R32,Roger Federer,6,Switzerland,SUI,6,2,2302,Teymuraz Gabashvili,,Russian Federation,RUS,79,-3,1806,6-2 6-2 6-3,,,
2014-01-13,Australian Open,G,5,H,false,70,R64,Roger Federer,6,Switzerland,SUI,6,1,2301,Blaz Kavcic,,Slovenia,SLO,99,-2,1843,6-2 6-1 7-6(4),,,
2014-01-13,Australian Open,G,5,H,false,70,R128,Roger Federer,6,Switzerland,SUI,6,1,2300,James Duckworth,,Australia,AUS,133,-2,1675,6-4 6-4 6-2,,WC,
2013-12-29,Brisbane,B,3,H,false,79,F,Lleyton Hewitt,,Australia,AUS,60,18,2024,Roger Federer,1,Switzerland,SUI,6,-17,2317,6-1 4-6 6-3,,,
2013-12-29,Brisbane,B,3,H,false,79,SF,Roger Federer,1,Switzerland,SUI,6,2,2315,Jeremy Chardy,8,France,FRA,34,-2,1946,6-3 6-7(3) 6-3,,,
2013-12-29,Brisbane,B,3,H,false,79,QF,Roger Federer,1,Switzerland,SUI,6,1,2314,Marinko Matosevic,,Australia,AUS,61,-2,1908,6-1 6-1,,,
2013-12-29,Brisbane,B,3,H,false,79,R16,Roger Federer,1,Switzerland,SUI,6,2,2312,Jarkko Nieminen,,Finland,FIN,39,-2,1929,6-4 6-2,,,
2013-11-04,Tour Finals,F,3,H,true,76,SF,Rafael Nadal,1,Spain,ESP,1,5,2524,Roger Federer,6,Switzerland,SUI,7,-5,2318,7-5 6-3,,,
2013-11-04,Tour Finals,F,3,H,true,76,RR,Roger Federer,6,Switzerland,SUI,7,6,2312,Richard Gasquet,8,France,FRA,9,-6,2153,6-4 6-3,,,
2013-11-04,Tour Finals,F,3,H,true,76,RR,Roger Federer,6,Switzerland,SUI,7,12,2300,Juan Martin Del Potro,4,Argentina,ARG,5,-12,2310,4-6 7-6(2) 7-5,,,
2013-11-04,Tour Finals,F,3,H,true,76,RR,Novak Djokovic,2,Serbia,SRB,2,6,2507,Roger Federer,6,Switzerland,SUI,7,-6,2306,6-4 6-7(2) 6-2,,,
2013-10-28,Paris Masters,M,3,H,true,72,SF,Novak Djokovic,2,Serbia,SRB,2,6,2494,Roger Federer,5,Switzerland,SUI,6,-5,2311,4-6 6-3 6-2,,,
2013-10-28,Paris Masters,M,3,H,true,72,QF,Roger Federer,5,Switzerland,SUI,6,11,2300,Juan Martin Del Potro,4,Argentina,ARG,5,-11,2326,6-3 4-6 6-3,,,
2013-10-28,Paris Masters,M,3,H,true,72,R16,Roger Federer,5,Switzerland,SUI,6,3,2297,Philipp Kohlschreiber,,Germany,GER,23,-3,2034,6-3 6-4,,,
2013-10-28,Paris Masters,M,3,H,true,72,R32,Roger Federer,5,Switzerland,SUI,6,4,2293,Kevin Anderson,,South Africa,RSA,21,-4,2008,6-4 6-4,,,
2013-10-21,Basel,A,3,H,true,58,F,Juan Martin Del Potro,1,Argentina,ARG,5,10,2308,Roger Federer,3,Switzerland,SUI,6,-11,2304,7-6(3) 2-6 6-4,,,
2013-10-21,Basel,A,3,H,true,58,SF,Roger Federer,3,Switzerland,SUI,6,2,2302,Vasek Pospisil,,Canada,CAN,40,-2,1907,6-3 6-7(3) 7-5,,,
2013-10-21,Basel,A,3,H,true,58,QF,Roger Federer,3,Switzerland,SUI,6,3,2299,Grigor Dimitrov,8,Bulgaria,BUL,22,-4,2038,6-3 7-6(2),,,
2013-10-21,Basel,A,3,H,true,58,R16,Roger Federer,3,Switzerland,SUI,6,2,2297,Denis Istomin,,Uzbekistan,UZB,48,-2,1940,4-6 6-3 6-2,,,
2013-10-21,Basel,A,3,H,true,58,R32,Roger Federer,3,Switzerland,SUI,6,1,2296,Adrian Mannarino,,France,FRA,62,-1,1839,6-4 6-2,,,
2013-10-07,Shanghai Masters,M,3,H,false,88,R16,Gael Monfils,,France,FRA,42,17,2054,Roger Federer,5,Switzerland,SUI,7,-16,2312,6-4 6-7(5) 6-3,,,
2013-10-07,Shanghai Masters,M,3,H,false,88,R32,Roger Federer,5,Switzerland,SUI,7,3,2309,Andreas Seppi,,Italy,ITA,22,-3,1988,6-4 6-3,,,
2013-08-26,US Open,G,5,H,false,54,R16,Tommy Robredo,19,Spain,ESP,22,22,2062,Roger Federer,7,Switzerland,SUI,7,-21,2330,7-6(3) 6-3 6-4,,,
2013-08-26,US Open,G,5,H,false,54,R32,Roger Federer,7,Switzerland,SUI,7,1,2329,Adrian Mannarino,,France,FRA,63,-2,1846,6-3 6-0 6-2,,,
2013-08-26,US Open,G,5,H,false,54,R64,Roger Federer,7,Switzerland,SUI,7,2,2327,Carlos Berlocq,,Argentina,ARG,48,-2,1920,6-3 6-2 6-1,,,
2013-08-26,US Open,G,5,H,false,54,R128,Roger Federer,7,Switzerland,SUI,7,2,2325,Grega Zemlja,,Slovenia,SLO,62,-2,1869,6-3 6-2 7-5,,,
2013-08-11,Cincinnati Masters,M,3,H,false,69,QF,Rafael Nadal,4,Spain,ESP,3,5,2520,Roger Federer,5,Switzerland,SUI,5,-5,2330,5-7 6-4 6-3,,,
2013-08-11,Cincinnati Masters,M,3,H,false,69,R16,Roger Federer,5,Switzerland,SUI,5,5,2325,Tommy Haas,11,Germany,GER,13,-5,2140,1-6 7-5 6-3,,,
2013-08-11,Cincinnati Masters,M,3,H,false,69,R32,Roger Federer,5,Switzerland,SUI,5,2,2323,Philipp Kohlschreiber,,Germany,GER,26,-3,2005,6-3 7-6(7),,,
2013-07-22,Gstaad,B,3,C,false,62,R16,Daniel Brands,,Germany,GER,55,18,1897,Roger Federer,1,Switzerland,SUI,5,-15,2338,6-3 6-4,,,
2013-07-15,Hamburg,A,3,C,false,34,SF,Federico Delbonis,,Argentina,ARG,114,25,1864,Roger Federer,1,Switzerland,SUI,5,-18,2356,7-6(7) 7-6(4),,,Q
2013-07-15,Hamburg,A,3,C,false,34,QF,Roger Federer,1,Switzerland,SUI,5,2,2354,Florian Mayer,,Germany,GER,45,-2,1957,7-6(4) 3-6 7-5,,,
2013-07-15,Hamburg,A,3,C,false,34,R16,Roger Federer,1,Switzerland,SUI,5,,2354,Jan Hajek,,Czech Republic,CZE,140,-2,1791,6-4 6-3,,Q,
2013-07-15,Hamburg,A,3,C,false,34,R32,Roger Federer,1,Switzerland,SUI,5,1,2353,Daniel Brands,,Germany,GER,58,-1,1890,3-6 6-3 6-2,,,
2013-06-24,Wimbledon,G,5,G,false,82,R64,Sergiy Stakhovsky,,Ukraine,UKR,116,35,1821,Roger Federer,3,Switzerland,SUI,3,-23,2376,6-7(5) 7-6(5) 7-5 7-6(5),,,
2013-06-24,Wimbledon,G,5,G,false,82,R128,Roger Federer,3,Switzerland,SUI,3,1,2375,Victor Hanescu,,Romania,ROU,48,-2,1843,6-3 6-2 6-0,,,
2013-06-10,Halle,B,3,G,false,73,F,Roger Federer,1,Switzerland,SUI,3,3,2372,Mikhail Youzhny,,Russian Federation,RUS,29,-3,2045,6-7(5) 6-3 6-4,,,
2013-06-10,Halle,B,3,G,false,73,SF,Roger Federer,1,Switzerland,SUI,3,4,2368,Tommy Haas,3,Germany,GER,11,-4,2137,3-6 6-3 6-4,,,
2013-06-10,Halle,B,3,G,false,73,QF,Roger Federer,1,Switzerland,SUI,3,,2368,Mischa Zverev,,Germany,GER,156,-1,1753,6-0 6-0,,WC,
2013-06-10,Halle,B,3,G,false,73,R16,Roger Federer,1,Switzerland,SUI,3,1,2367,Cedrik Marcel Stebe,,Germany,GER,166,-1,1829,6-3 6-3,,WC,
2013-05-27,Roland Garros,G,5,C,false,42,QF,Jo Wilfried Tsonga,6,France,FRA,8,20,2211,Roger Federer,2,Switzerland,SUI,3,-20,2387,7-5 6-3 6-3,,,
2013-05-27,Roland Garros,G,5,C,false,42,R16,Roger Federer,2,Switzerland,SUI,3,4,2383,Gilles Simon,15,France,FRA,18,-4,2080,6-1 4-6 2-6 6-2 6-3,,,
2013-05-27,Roland Garros,G,5,C,false,42,R32,Roger Federer,2,Switzerland,SUI,3,2,2381,Julien Benneteau,30,France,FRA,32,-3,1984,6-3 6-4 7-5,,,
2013-05-27,Roland Garros,G,5,C,false,42,R64,Roger Federer,2,Switzerland,SUI,3,1,2380,Somdev Devvarman,,India,IND,188,-2,1837,6-2 6-1 6-1,,Q,
2013-05-27,Roland Garros,G,5,C,false,42,R128,Roger Federer,2,Switzerland,SUI,3,1,2379,Pablo Carreno Busta,,Spain,ESP,164,-1,1785,6-2 6-2 6-3,,Q,
2013-05-12,Rome Masters,M,3,C,false,48,F,Rafael Nadal,5,Spain,ESP,5,9,2488,Roger Federer,2,Switzerland,SUI,3,-9,2388,6-1 6-3,,,
2013-05-12,Rome Masters,M,3,C,false,48,SF,Roger Federer,2,Switzerland,SUI,3,2,2386,Benoit Paire,,France,FRA,36,-2,1973,7-6(5) 6-4,,,
2013-05-12,Rome Masters,M,3,C,false,48,QF,Roger Federer,2,Switzerland,SUI,3,2,2384,Jerzy Janowicz,,Poland,POL,24,-2,1973,6-4 7-6(2),,,
2013-05-12,Rome Masters,M,3,C,false,48,R16,Roger Federer,2,Switzerland,SUI,3,3,2381,Gilles Simon,,France,FRA,17,-2,2066,6-1 6-2,,,
2013-05-12,Rome Masters,M,3,C,false,48,R32,Roger Federer,2,Switzerland,SUI,3,,2381,Potito Starace,,Italy,ITA,293,-1,1797,6-1 6-2,,WC,
2013-05-05,Madrid Masters,M,3,C,false,54,R16,Kei Nishikori,14,Japan,JPN,16,17,2099,Roger Federer,2,Switzerland,SUI,2,-16,2397,6-4 1-6 6-2,,,
2013-05-05,Madrid Masters,M,3,C,false,54,R32,Roger Federer,2,Switzerland,SUI,2,2,2395,Radek Stepanek,,Czech Republic,CZE,48,-2,2010,6-3 6-3,,,
2013-03-07,Indian Wells Masters,M,3,H,false,42,QF,Rafael Nadal,5,Spain,ESP,5,9,2435,Roger Federer,2,Switzerland,SUI,2,-9,2405,6-4 6-2,,,
2013-03-07,Indian Wells Masters,M,3,H,false,42,R16,Roger Federer,2,Switzerland,SUI,2,3,2402,Stan Wawrinka,18,Switzerland,SUI,18,-3,2125,6-3 6-7(4) 7-5,,,
2013-03-07,Indian Wells Masters,M,3,H,false,42,R32,Roger Federer,2,Switzerland,SUI,2,1,2401,Ivan Dodig,,Croatia,CRO,60,-1,1907,6-3 6-1,,,
2013-03-07,Indian Wells Masters,M,3,H,false,42,R64,Roger Federer,2,Switzerland,SUI,2,1,2400,Denis Istomin,,Uzbekistan,UZB,43,-2,1952,6-2 6-3,,,
2013-02-25,Dubai,A,3,H,false,52,SF,Tomas Berdych,3,Czech Republic,CZE,6,14,2238,Roger Federer,2,Switzerland,SUI,2,-14,2414,3-6 7-6(8) 6-4,,,
2013-02-25,Dubai,A,3,H,false,52,QF,Roger Federer,2,Switzerland,SUI,2,2,2412,Nikolay Davydenko,,Russian Federation,RUS,46,-2,2005,6-2 6-2,,,
2013-02-25,Dubai,A,3,H,false,52,R16,Roger Federer,2,Switzerland,SUI,2,1,2411,Marcel Granollers,,Spain,ESP,34,-2,1945,6-3 6-4,,,
2013-02-25,Dubai,A,3,H,false,52,R32,Roger Federer,2,Switzerland,SUI,2,,2411,Malek Jaziri,,Tunisia,TUN,128,,1784,5-7 6-0 6-2,,WC,
2013-02-11,Rotterdam,A,3,H,true,72,QF,Julien Benneteau,,France,FRA,39,18,2001,Roger Federer,1,Switzerland,SUI,2,-17,2428,6-3 7-5,,,
2013-02-11,Rotterdam,A,3,H,true,72,R16,Roger Federer,1,Switzerland,SUI,2,1,2427,Thiemo De Bakker,,Netherlands,NED,123,-1,1842,6-3 6-4,,WC,
2013-02-11,Rotterdam,A,3,H,true,72,R32,Roger Federer,1,Switzerland,SUI,2,,2427,Grega Zemlja,,Slovenia,SLO,64,-1,1842,6-3 6-1,,,
2013-01-14,Australian Open,G,5,H,false,62,SF,Andy Murray,3,United Kingdom,GBR,3,17,2381,Roger Federer,2,Switzerland,SUI,2,-17,2444,6-4 6-7(5) 6-3 6-7(2) 6-2,,,
2013-01-14,Australian Open,G,5,H,false,62,QF,Roger Federer,2,Switzerland,SUI,2,6,2438,Jo Wilfried Tsonga,7,France,FRA,8,-6,2193,7-6(4) 4-6 7-6(4) 3-6 6-3,,,
2013-01-14,Australian Open,G,5,H,false,62,R16,Roger Federer,2,Switzerland,SUI,2,3,2435,Milos Raonic,13,Canada,CAN,15,-3,2089,6-4 7-6(4) 6-2,,,
2013-01-14,Australian Open,G,5,H,false,62,R32,Roger Federer,2,Switzerland,SUI,2,2,2433,Bernard Tomic,,Australia,AUS,43,-2,1977,6-4 7-6(5) 6-1,,,
2013-01-14,Australian Open,G,5,H,false,62,R64,Roger Federer,2,Switzerland,SUI,2,1,2432,Nikolay Davydenko,,Russian Federation,RUS,40,-2,2003,6-3 6-4 6-4,,,
2013-01-14,Australian Open,G,5,H,false,62,R128,Roger Federer,2,Switzerland,SUI,2,2,2430,Benoit Paire,,France,FRA,46,-1,1895,6-2 6-4 6-1,,,
2012-11-05,Tour Finals,F,3,H,true,77,F,Novak Djokovic,1,Serbia,SRB,1,12,2478,Roger Federer,2,Switzerland,SUI,2,-12,2443,7-6(6) 7-5,,,
2012-11-05,Tour Finals,F,3,H,true,77,SF,Roger Federer,2,Switzerland,SUI,2,10,2433,Andy Murray,3,United Kingdom,GBR,3,-10,2375,7-6(5) 6-2,,,
2012-11-05,Tour Finals,F,3,H,true,77,RR,Juan Martin Del Potro,6,Argentina,ARG,7,15,2301,Roger Federer,2,Switzerland,SUI,2,-16,2449,7-6(3) 4-6 6-3,,,
2012-11-05,Tour Finals,F,3,H,true,77,RR,Roger Federer,2,Switzerland,SUI,2,8,2441,David Ferrer,4,Spain,ESP,5,-8,2325,6-4 7-6(5),,,
2012-11-05,Tour Finals,F,3,H,true,77,RR,Roger Federer,2,Switzerland,SUI,2,3,2438,Janko Tipsarevic,8,Serbia,SRB,9,-3,2112,6-3 6-1,,,
2012-10-22,Basel,A,3,H,true,71,F,Juan Martin Del Potro,2,Argentina,ARG,8,15,2307,Roger Federer,1,Switzerland,SUI,1,-16,2454,6-4 6-7(5) 7-6(3),,,
2012-10-22,Basel,A,3,H,true,71,SF,Roger Federer,1,Switzerland,SUI,1,1,2453,Paul Henri Mathieu,,France,FRA,101,-1,1892,7-5 6-4,,WC,
2012-10-22,Basel,A,3,H,true,71,QF,Roger Federer,1,Switzerland,SUI,1,1,2452,Benoit Paire,,France,FRA,46,-1,1892,6-2 6-2,,,
2012-10-22,Basel,A,3,H,true,71,R16,Roger Federer,1,Switzerland,SUI,1,1,2451,Thomaz Bellucci,,Brazil,BRA,34,-1,1967,6-3 6-7(6) 7-5,,,
2012-10-22,Basel,A,3,H,true,71,R32,Roger Federer,1,Switzerland,SUI,1,,2451,Benjamin Becker,,Germany,GER,83,-1,1831,7-5 6-3,,Q,
2012-10-07,Shanghai Masters,M,3,H,false,66,SF,Andy Murray,3,United Kingdom,GBR,3,14,2385,Roger Federer,1,Switzerland,SUI,1,-13,2464,6-4 6-4,,,
2012-10-07,Shanghai Masters,M,3,H,false,66,QF,Roger Federer,1,Switzerland,SUI,1,3,2461,Marin Cilic,10,Croatia,CRO,16,-3,2137,6-3 6-4,,,
2012-10-07,Shanghai Masters,M,3,H,false,66,R16,Roger Federer,1,Switzerland,SUI,1,2,2459,Stan Wawrinka,13,Switzerland,SUI,17,-2,2135,4-6 7-6(4) 6-0,,,
2012-10-07,Shanghai Masters,M,3,H,false,66,R32,Roger Federer,1,Switzerland,SUI,1,1,2458,Yen Hsun Lu,,"Taiwan, Province of China",TPE,62,-1,1835,6-3 7-5,,Q,
2012-09-14,Davis Cup WG,D,5,C,false,,RR,Roger Federer,,Switzerland,SUI,1,,2458,Robin Haase,,Netherlands,NED,50,-1,1884,6-1 6-4 6-4,,,
2012-09-14,Davis Cup WG,D,5,C,false,,RR,Roger Federer,,Switzerland,SUI,1,1,2457,Thiemo De Bakker,,Netherlands,NED,159,,1811,6-3 6-4 6-4,,,
2012-08-27,US Open,G,5,H,false,60,QF,Tomas Berdych,6,Czech Republic,CZE,7,23,2200,Roger Federer,1,Switzerland,SUI,1,-23,2480,7-6(1) 6-4 3-6 6-3,,,
2012-08-27,US Open,G,5,H,false,60,R16,Roger Federer,1,Switzerland,SUI,1,2,2478,Mardy Fish,23,United States,USA,25,-1,2112,W/O,W/O,,
2012-08-27,US Open,G,5,H,false,60,R32,Roger Federer,1,Switzerland,SUI,1,2,2476,Fernando Verdasco,25,Spain,ESP,26,-2,2048,6-3 6-4 6-4,,,
2012-08-27,US Open,G,5,H,false,60,R64,Roger Federer,1,Switzerland,SUI,1,,2476,Bjorn Phau,,Germany,GER,83,-1,1784,6-2 6-3 6-2,,,
2012-08-27,US Open,G,5,H,false,60,R128,Roger Federer,1,Switzerland,SUI,1,,2476,Donald Young,,United States,USA,81,-1,1684,6-3 6-2 6-4,,,
2012-08-12,Cincinnati Masters,M,3,H,false,61,F,Roger Federer,1,Switzerland,SUI,1,12,2464,Novak Djokovic,2,Serbia,SRB,2,-12,2455,6-0 7-6(7),,,
2012-08-12,Cincinnati Masters,M,3,H,false,61,SF,Roger Federer,1,Switzerland,SUI,1,3,2461,Stan Wawrinka,,Switzerland,SUI,26,-3,2107,7-6(4) 6-3,,,
2012-08-12,Cincinnati Masters,M,3,H,false,61,QF,Roger Federer,1,Switzerland,SUI,1,2,2459,Mardy Fish,10,United States,USA,20,-2,2091,6-3 7-6(4),,,
2012-08-12,Cincinnati Masters,M,3,H,false,61,R16,Roger Federer,1,Switzerland,SUI,1,1,2458,Bernard Tomic,,Australia,AUS,49,-1,1924,6-2 6-4,,,
2012-08-12,Cincinnati Masters,M,3,H,false,61,R32,Roger Federer,1,Switzerland,SUI,1,,2458,Alex Bogomolov Jr,,Russian Federation,RUS,62,-1,1798,6-3 6-2,,,
2012-07-25,London Olympics,O,5,G,false,87,F,Andy Murray,3,United Kingdom,GBR,4,17,2353,Roger Federer,1,Switzerland,SUI,1,-17,2475,6-2 6-1 6-4,,,
2012-07-25,London Olympics,O,3,G,false,87,SF,Roger Federer,1,Switzerland,SUI,1,6,2469,Juan Martin Del Potro,8,Argentina,ARG,9,-6,2287,3-6 7-6(5) 19-17,,,
2012-07-25,London Olympics,O,3,G,false,87,QF,Roger Federer,1,Switzerland,SUI,1,2,2467,John Isner,10,United States,USA,11,-2,2107,6-4 7-6(5),,,
2012-07-25,London Olympics,O,3,G,false,87,R16,Roger Federer,1,Switzerland,SUI,1,1,2466,Denis Istomin,,Uzbekistan,UZB,34,-1,1939,7-5 6-3,,,
2012-07-25,London Olympics,O,3,G,false,87,R32,Roger Federer,1,Switzerland,SUI,1,1,2465,Julien Benneteau,,France,FRA,32,-2,1989,6-2 6-2,,,
2012-07-25,London Olympics,O,3,G,false,87,R64,Roger Federer,1,Switzerland,SUI,1,,2465,Alejandro Falla,,Colombia,COL,51,,1856,6-3 5-7 6-3,,,
2012-06-25,Wimbledon,G,5,G,false,80,F,Roger Federer,3,Switzerland,SUI,3,11,2454,Andy Murray,4,United Kingdom,GBR,4,-11,2338,4-6 7-5 6-3 6-4,,,
2012-06-25,Wimbledon,G,5,G,false,80,SF,Roger Federer,3,Switzerland,SUI,3,16,2438,Novak Djokovic,1,Serbia,SRB,1,-16,2469,6-3 3-6 6-4 6-3,,,
2012-06-25,Wimbledon,G,5,G,false,80,QF,Roger Federer,3,Switzerland,SUI,3,3,2435,Mikhail Youzhny,26,Russian Federation,RUS,33,-3,2091,6-1 6-2 6-2,,,
