date,tournament,level,bestOf,surface,indoor,round,winner_name,winner_country_name,winner_country_id,winner_rank,winner_eloRatingDelta,winner_eloRating,loser_name,loser_seed,loser_country_name,loser_country_id,loser_rank,loser_eloRatingDelta,loser_eloRating,score,winner_seed,speed,loser_entry,winner_entry,outcome
2019-01-14,Australian Open,G,5,H,false,F,Novak Djokovic,Serbia,SRB,1,16,2408,Rafael Nadal,2,Spain,ESP,2,-17,2419,6-3 6-2 6-3,1,83,,,
2019-01-14,Australian Open,G,5,H,false,SF,Rafael Nadal,Spain,ESP,2,4,2415,Stefanos Tsitsipas,14,Greece,GRE,15,-4,2092,6-2 6-4 6-0,2,83,,,
2019-01-14,Australian Open,G,5,H,false,QF,Rafael Nadal,Spain,ESP,2,2,2413,Frances Tiafoe,,United States,USA,39,-2,1964,6-3 6-4 6-2,2,83,,,
2019-01-14,Australian Open,G,5,H,false,R16,Rafael Nadal,Spain,ESP,2,4,2409,Tomas Berdych,,Czech Republic,CZE,57,-4,2095,6-0 6-1 7-6(4),2,83,,,
2019-01-14,Australian Open,G,5,H,false,R32,Rafael Nadal,Spain,ESP,2,2,2407,Alex De Minaur,27,Australia,AUS,29,-2,1977,6-1 6-2 6-4,2,83,,,
2019-01-14,Australian Open,G,5,H,false,R64,Rafael Nadal,Spain,ESP,2,1,2406,Matthew Ebden,,Australia,AUS,48,-2,1885,6-3 6-2 6-2,2,83,,,
2019-01-14,Australian Open,G,5,H,false,R128,Rafael Nadal,Spain,ESP,2,,2406,James Duckworth,,Australia,AUS,237,-1,1695,6-4 6-3 7-5,2,83,WC,,
2018-08-27,US Open,G,5,H,false,SF,Juan Martin Del Potro,Argentina,ARG,3,20,2278,Rafael Nadal,1,Spain,ESP,1,-20,2429,7-6(3) 6-2 RET,3,61,,,RET
2018-08-27,US Open,G,5,H,false,QF,Rafael Nadal,Spain,ESP,1,4,2425,Dominic Thiem,9,Austria,AUT,9,-4,2133,0-6 6-4 7-5 6-7(4) 7-6(5),1,61,,,
2018-08-27,US Open,G,5,H,false,R16,Rafael Nadal,Spain,ESP,1,1,2424,Nikoloz Basilashvili,,Georgia,GEO,37,-2,1913,6-3 6-3 6-7(6) 6-4,1,61,,,
2018-08-27,US Open,G,5,H,false,R32,Rafael Nadal,Spain,ESP,1,3,2421,Karen Khachanov,27,Russian Federation,RUS,26,-3,2060,5-7 7-5 7-6(7) 7-6(3),1,61,,,
2018-08-27,US Open,G,5,H,false,R64,Rafael Nadal,Spain,ESP,1,1,2420,Vasek Pospisil,,Canada,CAN,88,-1,1816,6-3 6-4 6-2,1,61,,,
2018-08-27,US Open,G,5,H,false,R128,Rafael Nadal,Spain,ESP,1,1,2419,David Ferrer,,Spain,ESP,148,-2,1895,6-3 3-4 RET,1,61,,,RET
2018-08-06,Canada Masters,M,3,H,false,F,Rafael Nadal,Spain,ESP,1,2,2417,Stefanos Tsitsipas,,Greece,GRE,27,-3,2036,6-2 7-6(4),1,76,,,
2018-08-06,Canada Masters,M,3,H,false,SF,Rafael Nadal,Spain,ESP,1,3,2414,Karen Khachanov,,Russian Federation,RUS,38,-2,2045,7-6(3) 6-4,1,76,,,
2018-08-06,Canada Masters,M,3,H,false,QF,Rafael Nadal,Spain,ESP,1,4,2410,Marin Cilic,6,Croatia,CRO,7,-5,2191,2-6 6-4 6-4,1,76,,,
2018-08-06,Canada Masters,M,3,H,false,R16,Rafael Nadal,Spain,ESP,1,3,2407,Stan Wawrinka,,Switzerland,SUI,195,-3,2081,7-5 7-6(4),1,76,WC,,
2018-08-06,Canada Masters,M,3,H,false,R32,Rafael Nadal,Spain,ESP,1,1,2406,Benoit Paire,,France,FRA,55,-1,1941,6-2 6-3,1,76,,,
2018-07-02,Wimbledon,G,5,G,false,SF,Novak Djokovic,Serbia,SRB,21,18,2323,Rafael Nadal,2,Spain,ESP,1,-18,2424,6-4 3-6 7-6(9) 3-6 10-8,12,82,,,
2018-07-02,Wimbledon,G,5,G,false,QF,Rafael Nadal,Spain,ESP,1,8,2416,Juan Martin Del Potro,5,Argentina,ARG,4,-8,2280,7-5 6-7(7) 4-6 6-4 6-4,2,82,,,
2018-07-02,Wimbledon,G,5,G,false,R16,Rafael Nadal,Spain,ESP,1,2,2414,Jiri Vesely,,Czech Republic,CZE,93,-1,1916,6-3 6-3 6-4,2,82,,,
2018-07-02,Wimbledon,G,5,G,false,R32,Rafael Nadal,Spain,ESP,1,1,2413,Alex De Minaur,,Australia,AUS,80,-2,1862,6-1 6-2 6-4,2,82,,,
2018-07-02,Wimbledon,G,5,G,false,R64,Rafael Nadal,Spain,ESP,1,1,2412,Mikhail Kukushkin,,Kazakhstan,KAZ,77,-1,1871,6-4 6-3 6-4,2,82,,,
2018-07-02,Wimbledon,G,5,G,false,R128,Rafael Nadal,Spain,ESP,1,,2412,Dudi Sela,,Israel,ISR,127,-1,1822,6-3 6-3 6-2,2,82,,,
2018-05-28,Roland Garros,G,5,C,false,F,Rafael Nadal,Spain,ESP,1,7,2405,Dominic Thiem,7,Austria,AUT,8,-7,2179,6-4 6-3 6-2,1,45,,,
2018-05-28,Roland Garros,G,5,C,false,SF,Rafael Nadal,Spain,ESP,1,10,2395,Juan Martin Del Potro,5,Argentina,ARG,6,-9,2276,6-4 6-1 6-2,1,45,,,
2018-05-28,Roland Garros,G,5,C,false,QF,Rafael Nadal,Spain,ESP,1,3,2392,Diego Sebastian Schwartzman,11,Argentina,ARG,12,-3,2053,4-6 6-3 6-2 6-2,1,45,,,
2018-05-28,Roland Garros,G,5,C,false,R16,Rafael Nadal,Spain,ESP,1,2,2390,Maximilian Marterer,,Germany,GER,70,-2,1890,6-3 6-2 7-6(4),1,45,,,
2018-05-28,Roland Garros,G,5,C,false,R32,Rafael Nadal,Spain,ESP,1,3,2387,Richard Gasquet,27,France,FRA,32,-3,2042,6-3 6-2 6-2,1,45,,,
2018-05-28,Roland Garros,G,5,C,false,R64,Rafael Nadal,Spain,ESP,1,1,2386,Guido Pella,,Argentina,ARG,78,-2,1887,6-2 6-1 6-1,1,45,,,
2018-05-28,Roland Garros,G,5,C,false,R128,Rafael Nadal,Spain,ESP,1,1,2385,Simone Bolelli,,Italy,ITA,129,-1,1863,6-4 6-3 7-6(9),1,45,,,
2018-05-14,Rome Masters,M,3,C,false,F,Rafael Nadal,Spain,ESP,2,7,2378,Alexander Zverev,2,Germany,GER,3,-7,2227,6-1 1-6 6-3,1,51,,,
2018-05-14,Rome Masters,M,3,C,false,SF,Rafael Nadal,Spain,ESP,2,10,2368,Novak Djokovic,11,Serbia,SRB,18,-9,2331,7-6(4) 6-3,1,51,,,
2018-05-14,Rome Masters,M,3,C,false,QF,Rafael Nadal,Spain,ESP,2,3,2365,Fabio Fognini,,Italy,ITA,21,-3,2037,4-6 6-1 6-2,1,51,,,
2018-05-14,Rome Masters,M,3,C,false,R16,Rafael Nadal,Spain,ESP,2,2,2363,Denis Shapovalov,,Canada,CAN,29,-2,1975,6-4 6-1,1,51,,,
2018-05-14,Rome Masters,M,3,C,false,R32,Rafael Nadal,Spain,ESP,2,1,2362,Damir Dzumhur,,Bosnia and Herzegovina,BIH,31,-1,1917,6-1 6-0,1,51,,,
2018-05-07,Madrid Masters,M,3,C,false,QF,Dominic Thiem,Austria,AUT,7,17,2111,Rafael Nadal,1,Spain,ESP,1,-17,2379,7-5 6-3,5,65,,,
2018-05-07,Madrid Masters,M,3,C,false,R16,Rafael Nadal,Spain,ESP,1,2,2377,Diego Sebastian Schwartzman,13,Argentina,ARG,16,-2,2025,6-3 6-4,1,65,,,
2018-05-07,Madrid Masters,M,3,C,false,R32,Rafael Nadal,Spain,ESP,1,3,2374,Gael Monfils,,France,FRA,41,-3,2072,6-3 6-1,1,65,,,
2018-04-23,Barcelona,A,3,C,false,F,Rafael Nadal,Spain,ESP,1,2,2372,Stefanos Tsitsipas,,Greece,GRE,63,-1,1897,6-2 6-1,1,42,,,
2018-04-23,Barcelona,A,3,C,false,SF,Rafael Nadal,Spain,ESP,1,4,2368,David Goffin,4,Belgium,BEL,10,-5,2153,6-4 6-0,1,42,,,
2018-04-23,Barcelona,A,3,C,false,QF,Rafael Nadal,Spain,ESP,1,1,2367,Martin Klizan,,Slovakia,SVK,140,-2,1918,6-0 7-5,1,42,Q,,
2018-04-23,Barcelona,A,3,C,false,R16,Rafael Nadal,Spain,ESP,1,1,2366,Guillermo Garcia Lopez,,Spain,ESP,69,-2,1868,6-1 6-3,1,42,,,
2018-04-23,Barcelona,A,3,C,false,R32,Rafael Nadal,Spain,ESP,1,1,2365,Roberto Carballes Baena,,Spain,ESP,77,-2,1810,6-4 6-4,1,42,,,
2018-04-16,Monte Carlo Masters,M,3,C,false,F,Rafael Nadal,Spain,ESP,1,7,2358,Kei Nishikori,,Japan,JPN,36,-7,2194,6-3 6-2,1,33,,,
2018-04-16,Monte Carlo Masters,M,3,C,false,SF,Rafael Nadal,Spain,ESP,1,6,2352,Grigor Dimitrov,4,Bulgaria,BUL,5,-6,2178,6-4 6-1,1,33,,,
2018-04-16,Monte Carlo Masters,M,3,C,false,QF,Rafael Nadal,Spain,ESP,1,4,2348,Dominic Thiem,5,Austria,AUT,7,-5,2114,6-0 6-2,1,33,,,
2018-04-16,Monte Carlo Masters,M,3,C,false,R16,Rafael Nadal,Spain,ESP,1,2,2346,Karen Khachanov,,Russian Federation,RUS,38,-2,1980,6-3 6-2,1,33,,,
2018-04-16,Monte Carlo Masters,M,3,C,false,R32,Rafael Nadal,Spain,ESP,1,2,2344,Aljaz Bedene,,Slovenia,SLO,58,-2,1930,6-1 6-3,1,33,,,
2018-04-06,Davis Cup WG,D,5,C,false,QF,Rafael Nadal,Spain,ESP,1,5,2339,Alexander Zverev,,Germany,GER,4,-5,2154,6-1 6-4 6-4,,,,,
2018-04-06,Davis Cup WG,D,5,C,false,QF,Rafael Nadal,Spain,ESP,1,2,2337,Philipp Kohlschreiber,,Germany,GER,34,-2,2015,6-2 6-2 6-3,,,,,
2018-01-15,Australian Open,G,5,H,false,QF,Marin Cilic,Croatia,CRO,6,21,2156,Rafael Nadal,1,Spain,ESP,1,-20,2358,3-6 6-3 6-7(5) 6-2 2-0 RET,6,65,,,RET
2018-01-15,Australian Open,G,5,H,false,R16,Rafael Nadal,Spain,ESP,1,3,2355,Diego Sebastian Schwartzman,24,Argentina,ARG,26,-3,2025,6-3 6-7(4) 6-3 6-3,1,65,,,
2018-01-15,Australian Open,G,5,H,false,R32,Rafael Nadal,Spain,ESP,1,3,2352,Damir Dzumhur,28,Bosnia and Herzegovina,BIH,30,-3,1994,6-1 6-3 6-1,1,65,,,
2018-01-15,Australian Open,G,5,H,false,R64,Rafael Nadal,Spain,ESP,1,2,2350,Leonardo Mayer,,Argentina,ARG,52,-2,1933,6-3 6-4 7-6(4),1,65,,,
2018-01-15,Australian Open,G,5,H,false,R128,Rafael Nadal,Spain,ESP,1,1,2349,Victor Estrella,,Dominican Republic,DOM,79,-1,1783,6-1 6-1 6-1,1,65,,,
2017-11-13,Tour Finals,F,3,H,true,RR,David Goffin,Belgium,BEL,8,18,2121,Rafael Nadal,1,Spain,ESP,1,-18,2368,7-6(5) 6-7(4) 6-4,7,62,,,
2017-10-30,Paris Masters,M,3,H,true,QF,Filip Krajinovic,Serbia,SRB,77,16,1807,Rafael Nadal,1,Spain,ESP,1,-10,2378,W/O,,70,,Q,W/O
2017-10-30,Paris Masters,M,3,H,true,R16,Rafael Nadal,Spain,ESP,1,2,2376,Pablo Cuevas,,Uruguay,URU,36,-2,1922,6-3 6-7(5) 6-3,1,70,,,
2017-10-30,Paris Masters,M,3,H,true,R32,Rafael Nadal,Spain,ESP,1,1,2375,Hyeon Chung,,"Korea, Republic of",KOR,55,-1,1944,7-5 6-3,1,70,,,
2017-10-09,Shanghai Masters,M,3,H,false,F,Roger Federer,Switzerland,SUI,2,11,2434,Rafael Nadal,1,Spain,ESP,1,-10,2385,6-4 6-3,2,99,,,
2017-10-09,Shanghai Masters,M,3,H,false,SF,Rafael Nadal,Spain,ESP,1,5,2380,Marin Cilic,4,Croatia,CRO,5,-5,2183,7-5 7-6(3),1,99,,,
2017-10-09,Shanghai Masters,M,3,H,false,QF,Rafael Nadal,Spain,ESP,1,4,2376,Grigor Dimitrov,6,Bulgaria,BUL,9,-5,2154,6-4 6-7(4) 6-3,1,99,,,
2017-10-09,Shanghai Masters,M,3,H,false,R16,Rafael Nadal,Spain,ESP,1,3,2373,Fabio Fognini,,Italy,ITA,28,-2,2036,6-3 6-1,1,99,,,
2017-10-09,Shanghai Masters,M,3,H,false,R32,Rafael Nadal,Spain,ESP,1,1,2372,Jared Donaldson,,United States,USA,56,-1,1928,6-2 6-1,1,99,,,
2017-10-02,Beijing,A,3,H,false,F,Rafael Nadal,Spain,ESP,1,5,2367,Nick Kyrgios,8,Australia,AUS,19,-5,2134,6-2 6-1,1,58,,,
2017-10-02,Beijing,A,3,H,false,SF,Rafael Nadal,Spain,ESP,1,4,2363,Grigor Dimitrov,3,Bulgaria,BUL,8,-5,2147,6-3 4-6 6-1,1,58,,,
2017-10-02,Beijing,A,3,H,false,QF,Rafael Nadal,Spain,ESP,1,3,2360,John Isner,6,United States,USA,17,-3,2064,6-4 7-6(0),1,58,,,
2017-10-02,Beijing,A,3,H,false,R16,Rafael Nadal,Spain,ESP,1,1,2359,Karen Khachanov,,Russian Federation,RUS,42,-2,1933,6-3 6-3,1,58,,,
2017-10-02,Beijing,A,3,H,false,R32,Rafael Nadal,Spain,ESP,1,2,2357,Lucas Pouille,,France,FRA,23,-2,1996,4-6 7-6(6) 7-5,1,58,,,
2017-08-28,US Open,G,5,H,false,F,Rafael Nadal,Spain,ESP,1,7,2350,Kevin Anderson,28,South Africa,RSA,32,-7,2115,6-3 6-3 6-4,1,55,,,
2017-08-28,US Open,G,5,H,false,SF,Rafael Nadal,Spain,ESP,1,10,2340,Juan Martin Del Potro,24,Argentina,ARG,28,-10,2233,4-6 6-0 6-3 6-2,1,55,,,
2017-08-28,US Open,G,5,H,false,QF,Rafael Nadal,Spain,ESP,1,3,2337,Andrey Rublev,,Russian Federation,RUS,53,-3,1956,6-1 6-2 6-2,1,55,,,
2017-08-28,US Open,G,5,H,false,R16,Rafael Nadal,Spain,ESP,1,3,2334,Alexandr Dolgopolov,,Ukraine,UKR,64,-3,1984,6-2 6-4 6-1,1,55,,,
2017-08-28,US Open,G,5,H,false,R32,Rafael Nadal,Spain,ESP,1,3,2331,Leonardo Mayer,,Argentina,ARG,59,-3,1971,6-7(3) 6-3 6-1 6-4,1,55,,,
2017-08-28,US Open,G,5,H,false,R64,Rafael Nadal,Spain,ESP,1,1,2330,Taro Daniel,,Japan,JPN,121,-2,1788,4-6 6-3 6-2 6-2,1,55,,,
2017-08-28,US Open,G,5,H,false,R128,Rafael Nadal,Spain,ESP,1,1,2329,Dusan Lajovic,,Serbia,SRB,85,-2,1853,7-6(6) 6-2 6-2,1,55,,,
2017-08-14,Cincinnati Masters,M,3,H,false,QF,Nick Kyrgios,Australia,AUS,23,16,2123,Rafael Nadal,1,Spain,ESP,2,-16,2345,6-2 7-5,,76,,,
2017-08-14,Cincinnati Masters,M,3,H,false,R16,Rafael Nadal,Spain,ESP,2,2,2343,Albert Ramos,,Spain,ESP,24,-2,1978,7-6(1) 6-2,1,76,,,
2017-08-14,Cincinnati Masters,M,3,H,false,R32,Rafael Nadal,Spain,ESP,2,3,2340,Richard Gasquet,,France,FRA,29,-4,2076,6-3 6-4,1,76,,,
2017-08-07,Canada Masters,M,3,H,false,R16,Denis Shapovalov,Canada,CAN,143,34,1781,Rafael Nadal,1,Spain,ESP,2,-18,2358,3-6 6-4 7-6(4),,56,,WC,
2017-08-07,Canada Masters,M,3,H,false,R32,Rafael Nadal,Spain,ESP,2,1,2357,Borna Coric,,Croatia,CRO,55,-2,1927,6-1 6-2,1,56,,,
2017-07-03,Wimbledon,G,5,G,false,R16,Gilles Muller,Luxembourg,LUX,26,22,2088,Rafael Nadal,4,Spain,ESP,2,-22,2379,6-3 6-4 3-6 4-6 15-13,16,78,,,
2017-07-03,Wimbledon,G,5,G,false,R32,Rafael Nadal,Spain,ESP,2,3,2376,Karen Khachanov,30,Russian Federation,RUS,34,-3,1987,6-1 6-4 7-6(3),4,78,,,
2017-07-03,Wimbledon,G,5,G,false,R64,Rafael Nadal,Spain,ESP,2,2,2374,Donald Young,,United States,USA,43,-2,1973,6-4 6-2 7-5,4,78,,,
2017-07-03,Wimbledon,G,5,G,false,R128,Rafael Nadal,Spain,ESP,2,1,2373,John Millman,,Australia,AUS,137,-2,1873,6-1 6-3 6-2,4,78,,,
2017-05-29,Roland Garros,G,5,C,false,F,Rafael Nadal,Spain,ESP,4,12,2361,Stan Wawrinka,3,Switzerland,SUI,3,-12,2257,6-2 6-3 6-1,4,45,,,
2017-05-29,Roland Garros,G,5,C,false,SF,Rafael Nadal,Spain,ESP,4,8,2353,Dominic Thiem,6,Austria,AUT,7,-9,2210,6-3 6-4 6-0,4,45,,,
2017-05-29,Roland Garros,G,5,C,false,QF,Rafael Nadal,Spain,ESP,4,5,2348,Pablo Carreno Busta,20,Spain,ESP,21,-5,2076,6-2 2-0 RET,4,45,,,RET
2017-05-29,Roland Garros,G,5,C,false,R16,Rafael Nadal,Spain,ESP,4,5,2343,Roberto Bautista Agut,17,Spain,ESP,18,-5,2108,6-1 6-2 6-2,4,45,,,
2017-05-29,Roland Garros,G,5,C,false,R32,Rafael Nadal,Spain,ESP,4,2,2341,Nikoloz Basilashvili,,Georgia,GEO,63,-3,1913,6-0 6-1 6-0,4,45,,,
2017-05-29,Roland Garros,G,5,C,false,R64,Rafael Nadal,Spain,ESP,4,2,2339,Robin Haase,,Netherlands,NED,46,-2,1885,6-1 6-4 6-3,4,45,,,
2017-05-29,Roland Garros,G,5,C,false,R128,Rafael Nadal,Spain,ESP,4,2,2337,Benoit Paire,,France,FRA,45,-2,1909,6-1 6-4 6-1,4,45,,,
2017-05-15,Rome Masters,M,3,C,false,QF,Dominic Thiem,Austria,AUT,7,16,2153,Rafael Nadal,4,Spain,ESP,4,-16,2353,6-4 6-3,8,56,,,
2017-05-15,Rome Masters,M,3,C,false,R16,Rafael Nadal,Spain,ESP,4,4,2349,Jack Sock,13,United States,USA,14,-4,2118,6-3 6-4,4,56,,,
2017-05-15,Rome Masters,M,3,C,false,R32,Rafael Nadal,Spain,ESP,4,2,2347,Nicolas Almagro,,Spain,ESP,73,-2,1932,3-0 RET,4,56,Q,,RET
2017-05-08,Madrid Masters,M,3,C,false,F,Rafael Nadal,Spain,ESP,5,6,2341,Dominic Thiem,8,Austria,AUT,9,-7,2147,7-6(8) 6-4,4,65,,,
2017-05-08,Madrid Masters,M,3,C,false,SF,Rafael Nadal,Spain,ESP,5,16,2325,Novak Djokovic,2,Serbia,SRB,2,-16,2478,6-2 6-4,4,65,,,
2017-05-08,Madrid Masters,M,3,C,false,QF,Rafael Nadal,Spain,ESP,5,5,2320,David Goffin,9,Belgium,BEL,10,-6,2159,7-6(3) 6-2,4,65,,,
2017-05-08,Madrid Masters,M,3,C,false,R16,Rafael Nadal,Spain,ESP,5,7,2313,Nick Kyrgios,16,Australia,AUS,20,-6,2182,6-3 6-1,4,65,,,
2017-05-08,Madrid Masters,M,3,C,false,R32,Rafael Nadal,Spain,ESP,5,2,2311,Fabio Fognini,,Italy,ITA,29,-3,1990,7-6(3) 3-6 6-4,4,65,,,
2017-04-24,Barcelona,A,3,C,false,F,Rafael Nadal,Spain,ESP,5,6,2305,Dominic Thiem,4,Austria,AUT,9,-5,2125,6-4 6-1,3,36,,,
2017-04-24,Barcelona,A,3,C,false,SF,Rafael Nadal,Spain,ESP,5,1,2304,Horacio Zeballos,,Argentina,ARG,84,-2,1854,6-3 6-4,3,36,,,
2017-04-24,Barcelona,A,3,C,false,QF,Rafael Nadal,Spain,ESP,5,2,2302,Hyeon Chung,,"Korea, Republic of",KOR,94,-2,1869,7-6(1) 6-2,3,36,Q,,
2017-04-24,Barcelona,A,3,C,false,R16,Rafael Nadal,Spain,ESP,5,2,2300,Kevin Anderson,,South Africa,RSA,66,-3,1989,6-3 6-4,3,36,,,
2017-04-24,Barcelona,A,3,C,false,R32,Rafael Nadal,Spain,ESP,5,1,2299,Rogerio Dutra Silva,,Brazil,BRA,69,-2,1693,6-1 6-2,3,36,,,
2017-04-17,Monte Carlo Masters,M,3,C,false,F,Rafael Nadal,Spain,ESP,7,4,2295,Albert Ramos,15,Spain,ESP,24,-5,2005,6-1 6-3,4,20,,,
2017-04-17,Monte Carlo Masters,M,3,C,false,SF,Rafael Nadal,Spain,ESP,7,7,2288,David Goffin,10,Belgium,BEL,13,-7,2159,6-3 6-1,4,20,,,
2017-04-17,Monte Carlo Masters,M,3,C,false,QF,Rafael Nadal,Spain,ESP,7,2,2286,Diego Sebastian Schwartzman,,Argentina,ARG,41,-3,1946,6-4 6-4,4,20,,,
2017-04-17,Monte Carlo Masters,M,3,C,false,R16,Rafael Nadal,Spain,ESP,7,5,2281,Alexander Zverev,14,Germany,GER,20,-5,2081,6-1 6-1,4,20,,,
2017-04-17,Monte Carlo Masters,M,3,C,false,R32,Rafael Nadal,Spain,ESP,7,2,2279,Kyle Edmund,,United Kingdom,GBR,45,-3,1903,6-0 5-7 6-3,4,20,,,
2017-03-20,Miami Masters,M,3,H,false,F,Roger Federer,Switzerland,SUI,6,8,2430,Rafael Nadal,5,Spain,ESP,7,-7,2286,6-3 6-4,4,49,,,
2017-03-20,Miami Masters,M,3,H,false,SF,Rafael Nadal,Spain,ESP,7,4,2282,Fabio Fognini,,Italy,ITA,40,-5,2020,6-1 7-5,5,49,,,
2017-03-20,Miami Masters,M,3,H,false,QF,Rafael Nadal,Spain,ESP,7,7,2275,Jack Sock,13,United States,USA,17,-7,2151,6-2 6-3,5,49,,,
2017-03-20,Miami Masters,M,3,H,false,R16,Rafael Nadal,Spain,ESP,7,2,2273,Nicolas Mahut,,France,FRA,55,-3,1940,6-4 7-6(4),5,49,,,
2017-03-20,Miami Masters,M,3,H,false,R32,Rafael Nadal,Spain,ESP,7,4,2269,Philipp Kohlschreiber,26,Germany,GER,31,-4,2020,0-6 6-2 6-3,5,49,,,
2017-03-20,Miami Masters,M,3,H,false,R64,Rafael Nadal,Spain,ESP,7,1,2268,Dudi Sela,,Israel,ISR,83,-2,1795,6-3 6-4,5,49,,,
2017-03-06,Indian Wells Masters,M,3,H,false,R16,Roger Federer,Switzerland,SUI,10,7,2394,Rafael Nadal,5,Spain,ESP,6,-7,2275,6-2 6-3,9,53,,,
2017-03-06,Indian Wells Masters,M,3,H,false,R32,Rafael Nadal,Spain,ESP,6,4,2271,Fernando Verdasco,26,Spain,ESP,29,-3,2000,6-3 7-5,5,53,,,
2017-03-06,Indian Wells Masters,M,3,H,false,R64,Rafael Nadal,Spain,ESP,6,1,2270,Guido Pella,,Argentina,ARG,145,-2,1811,6-3 6-2,5,53,,,
2017-02-27,Acapulco,A,3,H,false,F,Sam Querrey,United States,USA,40,19,1996,Rafael Nadal,2,Spain,ESP,6,-18,2288,6-3 7-6(3),,60,,,
2017-02-27,Acapulco,A,3,H,false,SF,Rafael Nadal,Spain,ESP,6,6,2282,Marin Cilic,3,Croatia,CRO,8,-7,2156,6-1 6-2,2,60,,,
2017-02-27,Acapulco,A,3,H,false,QF,Rafael Nadal,Spain,ESP,6,2,2280,Yoshihito Nishioka,,Japan,JPN,86,-1,1833,7-6(2) 6-3,2,60,Q,,
2017-02-27,Acapulco,A,3,H,false,R16,Rafael Nadal,Spain,ESP,6,1,2279,Paolo Lorenzi,,Italy,ITA,38,-2,1875,6-1 6-1,2,60,,,
2017-02-27,Acapulco,A,3,H,false,R32,Rafael Nadal,Spain,ESP,6,2,2277,Mischa Zverev,,Germany,GER,30,-2,1935,6-4 6-3,2,60,,,
2017-01-16,Australian Open,G,5,H,false,F,Roger Federer,Switzerland,SUI,17,12,2396,Rafael Nadal,9,Spain,ESP,9,-11,2288,6-4 3-6 6-1 3-6 6-3,17,68,,,
2017-01-16,Australian Open,G,5,H,false,SF,Rafael Nadal,Spain,ESP,9,10,2278,Grigor Dimitrov,15,Bulgaria,BUL,15,-10,2168,6-3 5-7 7-6(5) 6-7(4) 6-4,9,68,,,
2017-01-16,Australian Open,G,5,H,false,QF,Rafael Nadal,Spain,ESP,9,13,2265,Milos Raonic,3,Canada,CAN,3,-13,2253,6-4 7-6(7) 6-4,9,68,,,
2017-01-16,Australian Open,G,5,H,false,R16,Rafael Nadal,Spain,ESP,9,10,2255,Gael Monfils,6,France,FRA,6,-10,2162,6-3 6-3 4-6 6-4,9,68,,,
2017-01-16,Australian Open,G,5,H,false,R32,Rafael Nadal,Spain,ESP,9,6,2249,Alexander Zverev,24,Germany,GER,24,-7,2057,4-6 6-3 6-7(5) 6-3 6-2,9,68,,,
2017-01-16,Australian Open,G,5,H,false,R64,Rafael Nadal,Spain,ESP,9,4,2245,Marcos Baghdatis,,Cyprus,CYP,36,-5,1984,6-3 6-1 6-3,9,68,,,
2017-01-16,Australian Open,G,5,H,false,R128,Rafael Nadal,Spain,ESP,9,3,2242,Florian Mayer,,Germany,GER,49,-3,1893,6-3 6-4 6-4,9,68,,,
2017-01-02,Brisbane,B,3,H,false,QF,Milos Raonic,Canada,CAN,3,9,2232,Rafael Nadal,5,Spain,ESP,9,-9,2251,4-6 6-3 6-4,1,64,,,
2017-01-02,Brisbane,B,3,H,false,R16,Rafael Nadal,Spain,ESP,9,2,2249,Mischa Zverev,,Germany,GER,51,-2,1897,6-1 6-1,5,64,,,
2017-01-02,Brisbane,B,3,H,false,R32,Rafael Nadal,Spain,ESP,9,2,2247,Alexandr Dolgopolov,,Ukraine,UKR,62,-2,1907,6-3 6-3,5,64,,,
2016-10-10,Shanghai Masters,M,3,H,false,R32,Viktor Troicki,Serbia,SRB,31,18,1964,Rafael Nadal,4,Spain,ESP,5,-17,2265,6-3 7-6(3),,63,,,
2016-10-03,Beijing,A,3,H,false,QF,Grigor Dimitrov,Bulgaria,BUL,20,14,2076,Rafael Nadal,2,Spain,ESP,4,-14,2279,6-2 6-4,,59,,,
2016-10-03,Beijing,A,3,H,false,R16,Rafael Nadal,Spain,ESP,4,2,2277,Adrian Mannarino,,France,FRA,64,-3,1879,6-1 7-6(6),2,59,Q,,
2016-10-03,Beijing,A,3,H,false,R32,Rafael Nadal,Spain,ESP,4,1,2276,Paolo Lorenzi,,Italy,ITA,39,-2,1870,6-1 6-1,2,59,,,
2016-08-29,US Open,G,5,H,false,R16,Lucas Pouille,France,FRA,25,23,2011,Rafael Nadal,4,Spain,ESP,5,-21,2297,6-1 2-6 6-4 3-6 7-6(6),24,47,,,
2016-08-29,US Open,G,5,H,false,R32,Rafael Nadal,Spain,ESP,5,4,2293,Andrey Kuznetsov,,Russian Federation,RUS,47,-4,1991,6-1 6-4 6-2,4,47,,,
2016-08-29,US Open,G,5,H,false,R64,Rafael Nadal,Spain,ESP,5,3,2290,Andreas Seppi,,Italy,ITA,87,-3,1935,6-0 7-5 6-1,4,47,,,
2016-08-29,US Open,G,5,H,false,R128,Rafael Nadal,Spain,ESP,5,1,2289,Denis Istomin,,Uzbekistan,UZB,107,-2,1837,6-1 6-4 6-2,4,47,,,
2016-08-15,Cincinnati Masters,M,3,H,false,R16,Borna Coric,Croatia,CRO,49,19,1957,Rafael Nadal,3,Spain,ESP,5,-17,2306,6-1 6-3,,75,,,
2016-08-15,Cincinnati Masters,M,3,H,false,R32,Rafael Nadal,Spain,ESP,5,3,2303,Pablo Cuevas,,Uruguay,URU,19,-3,1987,6-1 7-6(4),3,75,,,
